Task: move-ego-0-0
  Dimension 0: min=0.5873, max=1.0273, mean=0.9236, std=0.0516
  Dimension 25: min=-0.0381, max=0.0866, mean=0.0616, std=0.0238
  Dimension 26: min=-0.1057, max=0.0053, mean=-0.0767, std=0.0216
  Dimension 27: min=0.0307, max=0.1122, mean=0.0412, std=0.0139
  Dimension 28: min=-0.0256, max=0.1887, mean=0.1538, std=0.0327
  Dimension 29: min=-0.1896, max=0.0030, mean=-0.1453, std=0.0346
  Dimension 30: min=-0.0675, max=0.2442, mean=-0.0198, std=0.0431
  Dimension 31: min=-0.0002, max=0.2357, mean=0.1924, std=0.0371
  Dimension 32: min=-0.2324, max=0.0045, mean=-0.1745, std=0.0437
  Dimension 33: min=-0.1217, max=0.2971, mean=-0.0485, std=0.0530
  Dimension 34: min=-0.0431, max=0.4492, mean=0.3360, std=0.0691
  Dimension 35: min=-0.4309, max=0.0017, mean=-0.3233, std=0.0813
  Dimension 36: min=-0.2379, max=0.5110, mean=-0.0670, std=0.0951
  Dimension 37: min=0.0082, max=0.5203, mean=0.3647, std=0.0599
  Dimension 38: min=-0.4470, max=0.0079, mean=-0.3253, std=0.0860
  Dimension 39: min=-0.3166, max=0.5760, mean=-0.1396, std=0.1141
  Dimension 40: min=-0.0343, max=0.3815, mean=0.3300, std=0.0549
  Dimension 41: min=-0.3135, max=0.0833, mean=-0.2057, std=0.0761
  Dimension 42: min=-0.1773, max=0.4188, mean=-0.0476, std=0.0765
  Dimension 43: min=-0.0432, max=0.4717, mean=0.4166, std=0.0642
  Dimension 44: min=-0.3548, max=0.1743, mean=-0.2101, std=0.1010
  Dimension 45: min=-0.2209, max=0.4493, mean=-0.0754, std=0.0867
  Dimension 46: min=-0.0707, max=0.4829, mean=0.3269, std=0.0553
  Dimension 47: min=-0.2610, max=0.4339, mean=-0.1250, std=0.1268
  Dimension 48: min=-0.3887, max=0.4365, mean=-0.2839, std=0.0953
  Dimension 49: min=-0.0719, max=0.5281, mean=0.2967, std=0.0751
  Dimension 50: min=-0.4791, max=0.6831, mean=-0.3280, std=0.1913
  Dimension 51: min=-0.6130, max=0.4455, mean=-0.3254, std=0.1033
  Dimension 52: min=-0.0868, max=0.5768, mean=0.3028, std=0.1060
  Dimension 53: min=-0.5594, max=0.7671, mean=-0.3972, std=0.2134
  Dimension 54: min=-0.6909, max=0.4373, mean=-0.3293, std=0.1151
  Dimension 55: min=-0.0388, max=0.3507, mean=0.2201, std=0.0623
  Dimension 56: min=-0.3802, max=-0.0773, mean=-0.3157, std=0.0555
  Dimension 57: min=-0.1791, max=0.4159, mean=-0.0477, std=0.0760
  Dimension 58: min=-0.0479, max=0.3870, mean=0.2028, std=0.0782
  Dimension 59: min=-0.4706, max=-0.1733, mean=-0.4121, std=0.0544
  Dimension 60: min=-0.2130, max=0.4485, mean=-0.0603, std=0.0815
  Dimension 61: min=-0.1627, max=0.4220, mean=-0.0316, std=0.0915
  Dimension 62: min=-0.4752, max=-0.2972, mean=-0.3985, std=0.0335
  Dimension 63: min=-0.3631, max=0.4352, mean=-0.0770, std=0.0790
  Dimension 64: min=-0.1340, max=0.5937, mean=0.1096, std=0.1102
  Dimension 65: min=-0.6823, max=-0.2940, mean=-0.4445, std=0.0338
  Dimension 66: min=-0.6129, max=0.4430, mean=-0.2732, std=0.1029
  Dimension 67: min=-0.1087, max=0.6599, mean=0.1685, std=0.1195
  Dimension 68: min=-0.7669, max=-0.2952, mean=-0.4776, std=0.0428
  Dimension 69: min=-0.6827, max=0.4369, mean=-0.3192, std=0.1129
  Dimension 70: min=-0.0078, max=0.9506, mean=0.6769, std=0.1962
  Dimension 71: min=0.2685, max=1.0000, mean=0.6714, std=0.1855
  Dimension 72: min=-0.0719, max=0.2699, mean=0.1235, std=0.0533
  Dimension 73: min=0.1352, max=1.0000, mean=0.2069, std=0.1524
  Dimension 74: min=-0.0000, max=0.0000, mean=-0.0000, std=0.0000
  Dimension 75: min=-0.9908, max=0.1063, mean=-0.9537, std=0.1563
  Dimension 76: min=-0.0336, max=0.9736, mean=0.7408, std=0.1954
  Dimension 77: min=0.1503, max=1.0000, mean=0.5616, std=0.2098
  Dimension 78: min=-0.0934, max=0.3222, mean=0.2107, std=0.0961
  Dimension 79: min=0.1340, max=1.0000, mean=0.4785, std=0.1772
  Dimension 80: min=-0.6327, max=0.0180, mean=-0.2967, std=0.1138
  Dimension 81: min=-0.9252, max=0.3873, mean=-0.7606, std=0.2450
  Dimension 82: min=-0.0000, max=0.9657, mean=0.7164, std=0.1920
  Dimension 83: min=0.2450, max=1.0000, mean=0.6278, std=0.1863
  Dimension 84: min=-0.2190, max=0.2042, mean=0.1023, std=0.1036
  Dimension 85: min=-0.0169, max=1.0000, mean=0.2561, std=0.1744
  Dimension 86: min=-0.5333, max=0.0410, mean=-0.1144, std=0.1388
  Dimension 87: min=-0.9811, max=0.0000, mean=-0.9244, std=0.1310
  Dimension 88: min=-0.2662, max=0.9240, mean=0.6649, std=0.2080
  Dimension 89: min=0.3654, max=1.0000, mean=0.6770, std=0.1460
  Dimension 90: min=-0.1266, max=0.3446, mean=0.1712, std=0.0755
  Dimension 91: min=-0.4075, max=1.0000, mean=0.0556, std=0.4144
  Dimension 92: min=-0.5260, max=0.5137, mean=0.1221, std=0.3909
  Dimension 93: min=-0.9658, max=0.1923, mean=-0.7845, std=0.2049
  Dimension 94: min=-0.3013, max=0.9068, mean=0.6295, std=0.2044
  Dimension 95: min=0.4215, max=1.0000, mean=0.7265, std=0.1349
  Dimension 96: min=-0.1485, max=0.2902, mean=0.0955, std=0.0827
  Dimension 97: min=-0.7026, max=1.0000, mean=-0.1787, std=0.4935
  Dimension 98: min=-0.4342, max=0.5799, mean=0.2248, std=0.3561
  Dimension 99: min=-0.9995, max=0.0000, mean=-0.6965, std=0.2490
  Dimension 100: min=-0.1484, max=0.8883, mean=0.5599, std=0.2207
  Dimension 101: min=0.4586, max=1.0000, mean=0.7726, std=0.1451
  Dimension 102: min=-0.2275, max=0.1019, mean=-0.0996, std=0.1001
  Dimension 103: min=0.1251, max=1.0000, mean=0.3661, std=0.1774
  Dimension 104: min=-0.4856, max=0.1960, mean=-0.3363, std=0.0995
  Dimension 105: min=-0.9384, max=0.6028, mean=-0.7977, std=0.2741
  Dimension 106: min=-0.0145, max=0.9373, mean=0.6474, std=0.2043
  Dimension 107: min=0.3372, max=1.0000, mean=0.6825, std=0.1680
  Dimension 108: min=-0.2975, max=0.0212, mean=-0.1855, std=0.1034
  Dimension 109: min=-0.1310, max=1.0000, mean=0.0215, std=0.2265
  Dimension 110: min=-0.3432, max=0.0145, mean=-0.2395, std=0.0607
  Dimension 111: min=-0.9925, max=0.0000, mean=-0.9324, std=0.1333
  Dimension 112: min=-0.0552, max=0.8977, mean=0.6413, std=0.1633
  Dimension 113: min=0.1827, max=1.0000, mean=0.5148, std=0.1634
  Dimension 114: min=-0.6191, max=-0.0000, mean=-0.5015, std=0.1373
  Dimension 115: min=-0.3282, max=1.0000, mean=-0.0021, std=0.2682
  Dimension 116: min=-0.7394, max=0.0572, mean=-0.6377, std=0.1199
  Dimension 117: min=-0.8511, max=0.1222, mean=-0.6908, std=0.1725
  Dimension 118: min=-0.0093, max=0.9024, mean=0.6523, std=0.1527
  Dimension 119: min=0.0846, max=1.0000, mean=0.4443, std=0.1708
  Dimension 120: min=-0.6717, max=0.0088, mean=-0.5492, std=0.1516
  Dimension 121: min=-0.5223, max=1.0000, mean=-0.2806, std=0.3113
  Dimension 122: min=-0.8263, max=0.0000, mean=-0.4691, std=0.1513
  Dimension 123: min=-0.9103, max=0.0000, mean=-0.7487, std=0.1442
  Dimension 124: min=-0.0000, max=0.8129, mean=0.6682, std=0.1310
  Dimension 125: min=0.5325, max=1.0000, mean=0.7067, std=0.1019
  Dimension 126: min=-0.0183, max=0.3095, mean=0.1413, std=0.0805
  Dimension 127: min=-0.5803, max=1.0000, mean=-0.2265, std=0.2107
  Dimension 128: min=-0.0753, max=0.5858, mean=0.4151, std=0.1185
  Dimension 129: min=-0.9971, max=0.0000, mean=-0.8407, std=0.1061
  Dimension 130: min=-0.2163, max=0.9126, mean=0.6304, std=0.1974
  Dimension 131: min=0.3395, max=1.0000, mean=0.7227, std=0.1636
  Dimension 132: min=-0.1254, max=0.3092, mean=0.0548, std=0.1077
  Dimension 133: min=-0.5384, max=1.0000, mean=-0.0000, std=0.1807
  Dimension 134: min=-0.1374, max=0.5283, mean=0.0949, std=0.1423
  Dimension 135: min=-0.9994, max=0.0000, mean=-0.9631, std=0.1024
  Dimension 136: min=-0.0355, max=0.8979, mean=0.6772, std=0.1688
  Dimension 137: min=0.3819, max=1.0000, mean=0.6908, std=0.1445
  Dimension 138: min=-0.0910, max=0.3471, mean=0.0316, std=0.1174
  Dimension 139: min=-0.5269, max=1.0000, mean=-0.1533, std=0.2295
  Dimension 140: min=-0.1233, max=0.5393, mean=0.2127, std=0.1183
  Dimension 141: min=-1.0000, max=0.0000, mean=-0.9240, std=0.1038
  Dimension 142: min=-0.1356, max=0.7428, mean=0.4721, std=0.1672
  Dimension 143: min=0.5771, max=1.0000, mean=0.8436, std=0.1082
  Dimension 144: min=-0.1998, max=0.3732, mean=0.1066, std=0.1205
  Dimension 145: min=-0.6610, max=1.0000, mean=-0.3816, std=0.3136
  Dimension 146: min=-0.1403, max=0.6495, mean=0.3225, std=0.1399
  Dimension 147: min=-0.9899, max=0.0000, mean=-0.7855, std=0.1241
  Dimension 148: min=-0.1064, max=0.9075, mean=0.6765, std=0.1651
  Dimension 149: min=0.3195, max=1.0000, mean=0.6659, std=0.1612
  Dimension 150: min=-0.3456, max=0.4557, mean=0.1426, std=0.1594
  Dimension 151: min=-0.5411, max=1.0000, mean=-0.2041, std=0.3139
  Dimension 152: min=-0.2496, max=0.7447, mean=0.4111, std=0.1553
  Dimension 153: min=-0.9714, max=0.0000, mean=-0.8075, std=0.1209
  Dimension 154: min=-0.0000, max=0.9622, mean=0.8226, std=0.1587
  Dimension 155: min=-0.1453, max=1.0000, mean=0.2251, std=0.2317
  Dimension 156: min=-0.5692, max=-0.0000, mean=-0.4246, std=0.1162
  Dimension 157: min=-0.7168, max=1.0000, mean=-0.3635, std=0.2187
  Dimension 158: min=-0.3873, max=0.4267, mean=-0.2141, std=0.2009
  Dimension 159: min=-0.9723, max=0.0000, mean=-0.8502, std=0.1050
  Dimension 160: min=-0.5373, max=0.4680, mean=-0.2950, std=0.2277
  Dimension 161: min=-0.0868, max=1.0000, mean=0.2406, std=0.2504
  Dimension 162: min=-0.9745, max=-0.0000, mean=-0.8496, std=0.1367
  Dimension 163: min=-0.4749, max=1.0000, mean=0.0658, std=0.2716
  Dimension 164: min=-0.9923, max=0.0000, mean=-0.8770, std=0.1702
  Dimension 165: min=-0.9289, max=0.0000, mean=-0.2967, std=0.1891
  Dimension 166: min=-0.8717, max=0.6450, mean=-0.1498, std=0.3511
  Dimension 167: min=-0.9997, max=1.0000, mean=-0.8114, std=0.3119
  Dimension 168: min=-0.9030, max=0.0506, mean=-0.1492, std=0.2764
  Dimension 169: min=-0.2024, max=1.0000, mean=0.3145, std=0.2099
  Dimension 170: min=-0.9404, max=0.1201, mean=-0.1818, std=0.3338
  Dimension 171: min=0.0000, max=0.9952, mean=0.8254, std=0.1771
  Dimension 172: min=-0.8131, max=0.7492, mean=0.1632, std=0.4303
  Dimension 173: min=-0.9998, max=1.0000, mean=-0.7892, std=0.2404
  Dimension 174: min=-0.8138, max=0.3787, mean=0.1066, std=0.3101
  Dimension 175: min=-0.3094, max=1.0000, mean=0.0373, std=0.1363
  Dimension 176: min=-0.8474, max=0.3800, mean=0.1242, std=0.3512
  Dimension 177: min=0.0000, max=0.9998, mean=0.9081, std=0.1291
  Dimension 178: min=-0.2740, max=0.8627, mean=0.5370, std=0.2539
  Dimension 179: min=-0.9998, max=1.0000, mean=-0.5757, std=0.3333
  Dimension 180: min=-0.5229, max=0.7185, mean=0.2889, std=0.3482
  Dimension 181: min=-0.5506, max=1.0000, mean=-0.2903, std=0.1983
  Dimension 182: min=-0.8894, max=0.6754, mean=0.1704, std=0.4038
  Dimension 183: min=0.0000, max=0.9999, mean=0.8078, std=0.1786
  Dimension 184: min=-0.0657, max=0.8033, mean=0.4658, std=0.1738
  Dimension 185: min=0.5916, max=1.0000, mean=0.8326, std=0.0992
  Dimension 186: min=-0.0912, max=0.4808, mean=0.1821, std=0.1288
  Dimension 187: min=-0.6887, max=1.0000, mean=-0.0279, std=0.1869
  Dimension 188: min=-0.0433, max=0.6744, mean=0.2251, std=0.1412
  Dimension 189: min=-1.0000, max=0.0000, mean=-0.9386, std=0.1127
  Dimension 190: min=-0.2336, max=1.0000, mean=0.9094, std=0.2220
  Dimension 191: min=-0.4513, max=1.0000, mean=-0.0282, std=0.2153
  Dimension 192: min=-0.5021, max=0.9396, mean=0.1536, std=0.2303
  Dimension 193: min=-0.4833, max=1.0000, mean=0.1676, std=0.2109
  Dimension 194: min=-0.1536, max=0.8193, mean=0.2727, std=0.1231
  Dimension 195: min=-0.9999, max=0.0000, mean=-0.9002, std=0.1662
  Dimension 196: min=-0.7901, max=0.1960, mean=-0.5721, std=0.1888
  Dimension 197: min=-0.2110, max=1.0000, mean=0.1509, std=0.1511
  Dimension 198: min=-0.0000, max=0.9999, mean=0.7589, std=0.1244
  Dimension 199: min=0.3992, max=1.0000, mean=0.7565, std=0.1134
  Dimension 200: min=-0.3871, max=0.8047, mean=0.0055, std=0.1874
  Dimension 201: min=-0.1349, max=0.7907, mean=0.5820, std=0.2025
  Dimension 202: min=-0.9098, max=-0.0000, mean=-0.7512, std=0.1549
  Dimension 203: min=-0.2464, max=1.0000, mean=0.4104, std=0.1788
  Dimension 204: min=-0.0251, max=0.9728, mean=0.4208, std=0.1850
  Dimension 205: min=0.2699, max=1.0000, mean=0.5450, std=0.1289
  Dimension 206: min=-0.0998, max=0.8656, mean=0.3209, std=0.1553
  Dimension 207: min=0.0000, max=0.8921, mean=0.7293, std=0.1659
  Dimension 208: min=-1.0000, max=-0.0000, mean=-0.9219, std=0.1251
  Dimension 209: min=-0.5567, max=1.0000, mean=0.2258, std=0.2591
  Dimension 210: min=-0.3381, max=0.6809, mean=0.0319, std=0.1238
  Dimension 211: min=-0.1786, max=1.0000, mean=0.0825, std=0.1485
  Dimension 212: min=0.0000, max=0.7629, mean=0.2875, std=0.1432
  Dimension 213: min=0.0000, max=0.9987, mean=0.9254, std=0.1080
  Dimension 214: min=-1.0987, max=1.3647, mean=0.1040, std=0.3030
  Dimension 215: min=-1.2579, max=0.2235, mean=-0.0332, std=0.1886
  Dimension 216: min=-0.9535, max=0.3599, mean=-0.0606, std=0.2064
  Dimension 217: min=-1.5786, max=1.5204, mean=0.0882, std=0.3252
  Dimension 218: min=-1.2383, max=0.2370, mean=-0.0310, std=0.1869
  Dimension 219: min=-0.9036, max=0.4098, mean=-0.0517, std=0.1955
  Dimension 220: min=-1.1229, max=1.1758, mean=0.0458, std=0.2188
  Dimension 221: min=-0.7431, max=0.8535, mean=-0.0050, std=0.1275
  Dimension 222: min=-0.8621, max=0.5694, mean=-0.0332, std=0.1570
  Dimension 223: min=-3.0676, max=1.0195, mean=-0.0042, std=0.2987
  Dimension 224: min=-0.6097, max=1.0536, mean=-0.0036, std=0.1247
  Dimension 225: min=-1.0016, max=2.2266, mean=0.0099, std=0.1964
  Dimension 226: min=-3.5408, max=0.9615, mean=-0.0248, std=0.3082
  Dimension 227: min=-0.7719, max=1.9523, mean=0.0187, std=0.1547
  Dimension 228: min=-0.8922, max=1.5538, mean=0.0105, std=0.1359
  Dimension 229: min=-1.4576, max=1.3518, mean=0.0922, std=0.3125
  Dimension 230: min=-1.1210, max=0.2514, mean=-0.0382, std=0.1741
  Dimension 231: min=-0.9920, max=0.4068, mean=-0.0521, std=0.1966
  Dimension 232: min=-2.0589, max=1.3698, mean=0.0496, std=0.2736
  Dimension 233: min=-0.8115, max=0.3091, mean=-0.0346, std=0.1139
  Dimension 234: min=-0.9715, max=0.6277, mean=-0.0313, std=0.1765
  Dimension 235: min=-2.4107, max=1.9405, mean=0.0015, std=0.3417
  Dimension 236: min=-1.0574, max=1.0195, mean=-0.0419, std=0.1797
  Dimension 237: min=-0.7548, max=1.3891, mean=0.0119, std=0.1814
  Dimension 238: min=-2.6944, max=2.0395, mean=-0.0057, std=0.3417
  Dimension 239: min=-1.2272, max=1.2915, mean=-0.0427, std=0.1955
  Dimension 240: min=-0.7065, max=1.2679, mean=0.0087, std=0.1505
  Dimension 241: min=-0.9299, max=1.4909, mean=0.1234, std=0.3061
  Dimension 242: min=-1.3713, max=0.2523, mean=-0.0334, std=0.2042
  Dimension 243: min=-1.1447, max=0.4081, mean=-0.0678, std=0.2260
  Dimension 244: min=-0.5799, max=1.4221, mean=0.1375, std=0.2876
  Dimension 245: min=-1.1817, max=0.3052, mean=-0.0289, std=0.1913
  Dimension 246: min=-1.8161, max=0.4818, mean=-0.0870, std=0.3050
  Dimension 247: min=-0.3458, max=1.3681, mean=0.1405, std=0.2791
  Dimension 248: min=-1.1576, max=0.3219, mean=-0.0275, std=0.1918
  Dimension 249: min=-1.9532, max=0.5598, mean=-0.0946, std=0.3456
  Dimension 250: min=-0.1367, max=1.3825, mean=0.1743, std=0.3207
  Dimension 251: min=-1.2079, max=0.4614, mean=-0.0205, std=0.2119
  Dimension 252: min=-2.6110, max=0.9956, mean=-0.1167, std=0.5187
  Dimension 253: min=-0.1895, max=1.5144, mean=0.1704, std=0.3272
  Dimension 254: min=-1.2091, max=0.5179, mean=-0.0173, std=0.2108
  Dimension 255: min=-3.1147, max=0.9952, mean=-0.1310, std=0.5764
  Dimension 256: min=-0.0545, max=1.3264, mean=0.1581, std=0.2882
  Dimension 257: min=-1.2597, max=0.4589, mean=-0.0201, std=0.2155
  Dimension 258: min=-2.3667, max=0.7788, mean=-0.1072, std=0.4431
  Dimension 259: min=-0.0603, max=1.3692, mean=0.1626, std=0.2976
  Dimension 260: min=-1.2963, max=0.5759, mean=-0.0199, std=0.2371
  Dimension 261: min=-2.5373, max=0.9263, mean=-0.1139, std=0.4921
  Dimension 262: min=-0.2744, max=1.9834, mean=0.1290, std=0.3311
  Dimension 263: min=-1.6748, max=1.2748, mean=-0.0444, std=0.2470
  Dimension 264: min=-2.7319, max=0.4470, mean=-0.1379, std=0.5319
  Dimension 265: min=-0.3491, max=3.7216, mean=0.1448, std=0.4804
  Dimension 266: min=-2.6790, max=0.6255, mean=-0.1024, std=0.4068
  Dimension 267: min=-4.2049, max=0.5308, mean=-0.1312, std=0.6002
  Dimension 268: min=-0.3552, max=4.3880, mean=0.1539, std=0.5499
  Dimension 269: min=-3.3680, max=0.7045, mean=-0.1216, std=0.4928
  Dimension 270: min=-4.9032, max=0.5493, mean=-0.1286, std=0.6413
  Dimension 271: min=-0.1350, max=1.2907, mean=0.1650, std=0.3030
  Dimension 272: min=-1.1386, max=0.3352, mean=-0.0267, std=0.1928
  Dimension 273: min=-2.2686, max=0.8323, mean=-0.1045, std=0.4367
  Dimension 274: min=-0.2162, max=1.3251, mean=0.1768, std=0.3271
  Dimension 275: min=-1.1509, max=0.3294, mean=-0.0264, std=0.1910
  Dimension 276: min=-2.2526, max=1.1250, mean=-0.1082, std=0.4764
  Dimension 277: min=-0.2449, max=1.8808, mean=0.1663, std=0.3441
  Dimension 278: min=-1.5177, max=1.2621, mean=-0.0155, std=0.2628
  Dimension 279: min=-3.1094, max=0.7838, mean=-0.1090, std=0.5140
  Dimension 280: min=-0.9360, max=3.8245, mean=0.1952, std=0.5622
  Dimension 281: min=-1.5930, max=3.0516, mean=0.0172, std=0.3545
  Dimension 282: min=-5.0829, max=0.6127, mean=-0.1165, std=0.6441
  Dimension 283: min=-1.0346, max=5.0176, mean=0.2057, std=0.6570
  Dimension 284: min=-1.8521, max=3.5710, mean=0.0272, std=0.4006
  Dimension 285: min=-5.6615, max=0.9791, mean=-0.1173, std=0.6970
  Dimension 286: min=-1.3688, max=1.6983, mean=0.0286, std=0.3700
  Dimension 287: min=-2.9466, max=4.6996, mean=0.1428, std=0.8230
  Dimension 288: min=-1.4033, max=2.2247, mean=0.0773, std=0.3829
  Dimension 289: min=-1.1289, max=2.4873, mean=0.0875, std=0.4182
  Dimension 290: min=-4.8621, max=3.6034, mean=0.0589, std=0.7258
  Dimension 291: min=-1.4249, max=3.3927, mean=0.0720, std=0.3772
  Dimension 292: min=-1.7189, max=2.1154, mean=0.0712, std=0.3869
  Dimension 293: min=-3.5633, max=11.8356, mean=0.1110, std=0.9614
  Dimension 294: min=-1.5619, max=3.4573, mean=0.0648, std=0.3984
  Dimension 295: min=-1.7794, max=4.0094, mean=0.1395, std=0.6022
  Dimension 296: min=-5.7810, max=5.9477, mean=0.1496, std=0.8834
  Dimension 297: min=-2.1866, max=8.3177, mean=0.1105, std=0.6526
  Dimension 298: min=-2.2130, max=5.7367, mean=0.1589, std=0.7404
  Dimension 299: min=-7.5288, max=6.0271, mean=0.1779, std=0.9858
  Dimension 300: min=-2.0327, max=8.3054, mean=0.1015, std=0.7292
  Dimension 301: min=-2.6448, max=3.6345, mean=0.0364, std=0.4973
  Dimension 302: min=-5.8857, max=3.3827, mean=0.1029, std=0.7658
  Dimension 303: min=-2.1272, max=3.5090, mean=0.0757, std=0.4487
  Dimension 304: min=-1.6718, max=3.3273, mean=0.0275, std=0.4355
  Dimension 305: min=-2.8918, max=6.5246, mean=0.1437, std=0.6737
  Dimension 306: min=-2.8481, max=1.9762, mean=0.0597, std=0.4159
  Dimension 307: min=-1.4336, max=3.4125, mean=0.0297, std=0.4601
  Dimension 308: min=-3.3449, max=4.7569, mean=0.1008, std=0.7352
  Dimension 309: min=-3.7146, max=2.6724, mean=0.0474, std=0.5447
  Dimension 310: min=-4.7297, max=6.2847, mean=0.0402, std=1.0094
  Dimension 311: min=-6.5773, max=7.4223, mean=0.1129, std=1.0089
  Dimension 312: min=-3.1747, max=3.1850, mean=0.0262, std=0.7551
  Dimension 313: min=-2.1039, max=1.7929, mean=0.0173, std=0.4169
  Dimension 314: min=-3.3826, max=8.9284, mean=0.1996, std=1.1983
  Dimension 315: min=-0.9741, max=1.2352, mean=0.0589, std=0.3285
  Dimension 316: min=-3.3847, max=1.9704, mean=-0.0433, std=0.5038
  Dimension 317: min=-4.5084, max=6.6374, mean=0.1807, std=1.1855
  Dimension 318: min=-1.4638, max=1.8469, mean=0.0518, std=0.4522
  Dimension 319: min=-3.5634, max=2.1193, mean=-0.0139, std=0.6502
  Dimension 320: min=-2.1575, max=6.4731, mean=0.1987, std=1.1170
  Dimension 321: min=-1.8714, max=2.5179, mean=0.0606, std=0.6110
  Dimension 322: min=-3.6837, max=2.7159, mean=-0.0023, std=0.8481
  Dimension 323: min=-2.1842, max=6.3976, mean=0.2246, std=1.1001
  Dimension 324: min=-2.2010, max=3.3233, mean=0.0721, std=0.6010
  Dimension 325: min=-3.8665, max=6.3278, mean=0.0167, std=0.9841
  Dimension 326: min=-3.8004, max=8.0279, mean=0.2150, std=1.3872
  Dimension 327: min=-3.4837, max=3.7012, mean=0.0762, std=0.7516
  Dimension 328: min=-4.0953, max=2.6549, mean=-0.0818, std=0.8072
  Dimension 329: min=-1.8041, max=6.3383, mean=0.1906, std=1.0834
  Dimension 330: min=-3.4030, max=2.1197, mean=-0.0293, std=0.7035
  Dimension 331: min=-6.5945, max=4.6389, mean=-0.1608, std=1.3970
  Dimension 332: min=-11.0917, max=8.2604, mean=0.1607, std=1.3134
  Dimension 333: min=-4.3023, max=3.0047, mean=0.0631, std=0.8862
  Dimension 334: min=-9.8929, max=3.3994, mean=-0.2271, std=1.6807
  Dimension 335: min=-12.3109, max=5.4661, mean=0.1029, std=1.3170
  Dimension 336: min=-10.0261, max=8.8361, mean=0.0040, std=1.4220
  Dimension 337: min=-9.4945, max=4.2002, mean=-0.2108, std=1.5766
  Dimension 338: min=-12.5752, max=5.9894, mean=0.0956, std=1.3270
  Dimension 339: min=-10.5725, max=8.5363, mean=-0.0282, std=1.5259
  Dimension 340: min=-8.0050, max=4.5564, mean=-0.2475, std=1.1472
  Dimension 341: min=-13.8576, max=5.7303, mean=0.0340, std=1.4724
  Dimension 342: min=-12.7388, max=10.5866, mean=-0.0478, std=1.7447
